Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition
148.92;ERPTags1Standard ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;1;1;standard
152.74;ERPTags2Standard ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;1;1;standard
156.36;ERPTags3Standard ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;1;1;standard
160.14;ERPTags4Standard ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;1;1;standard
163.74;ERPTags5Standard ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;0;1;1;standard
164.62;ERPTags5Standard ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;1;1;standard
168.70;ERPTags6Standard ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;1;1;standard
172.31;ERPTags7Standard ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;1;1;standard
176.16;ERPTags8Standard ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;1;1;standard
192.91;ERPTags1Standard2 ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;2;1;standard
196.70;ERPTags2Standard2 ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;2;1;standard
200.28;ERPTags3Standard2 ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;0;2;1;standard
201.14;ERPTags3Standard2 ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;2;1;standard
205.38;ERPTags4Standard2 ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;2;1;standard
209.68;ERPTags5Standard2 ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;2;1;standard
213.27;ERPTags6Standard2 ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;0;2;1;standard
214.09;ERPTags6Standard2 ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;2;1;standard
217.75;ERPTags7Standard2 ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;2;1;standard
221.40;ERPTags8Standard2 ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;2;1;standard
237.73;ERPTags1Standard3 ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;3;1;standard
241.28;ERPTags2Standard3 ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;3;1;standard
244.89;ERPTags3Standard3 ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;3;1;standard
248.68;ERPTags4Standard3 ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;3;1;standard
252.96;ERPTags5Standard3 ERPFlashTag2D (1) ERPFlashTagFeedback;11LK66;1;3;1;standard
257.24;ERPTags6Standard3 ERPFlashTag2D (4) ERPFlashTagFeedback;11LK66;1;3;1;standard
260.80;ERPTags7Standard3 ERPFlashTag2D (3) ERPFlashTagFeedback;11LK66;1;3;1;standard
264.83;ERPTags8Standard3 ERPFlashTag2D (2) ERPFlashTagFeedback;11LK66;1;3;1;standard
