Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition
185.15;ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback;17HE69;1;1;1;gamified
192.36;ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback;17HE69;1;1;1;gamified
195.98;ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback;17HE69;0;1;1;gamified
202.15;ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback;17HE69;1;1;1;gamified
208.77;ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback;17HE69;1;1;1;gamified
216.46;ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback;17HE69;1;1;1;gamified
223.48;ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback;17HE69;1;1;1;gamified
229.47;ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback;17HE69;1;1;1;gamified
236.34;ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback;17HE69;1;1;1;gamified
