Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition
360.23;ERPTagsA1 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;1;1;gamified
361.60;ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback;19RA95;1;1;1;gamified
372.62;ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;1;1;1;gamified
376.21;ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;0;1;1;gamified
377.93;ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;0;1;1;gamified
385.02;ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;1;1;1;gamified
388.55;ERPTagsA4 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;0;1;1;gamified
393.35;ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;1;1;1;gamified
396.89;ERPTagsA5 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;1;1;gamified
403.64;ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;1;1;1;gamified
407.18;ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;0;1;1;gamified
407.68;ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;0;1;1;gamified
410.88;ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;1;1;1;gamified
414.70;ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;0;1;1;gamified
420.82;ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback;19RA95;1;1;1;gamified
447.33;ERPTagsA8 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;0;1;1;gamified
455.30;ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;1;1;1;gamified
