Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition
438.35;ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback;27JA04;1;2;1;gamified
444.45;ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback;27JA04;1;2;1;gamified
455.97;ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback;27JA04;1;2;1;gamified
466.64;ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback;27JA04;1;2;1;gamified
473.83;ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback;27JA04;1;2;1;gamified
481.85;ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback;27JA04;1;2;1;gamified
488.07;ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback;27JA04;1;2;1;gamified
494.78;ERPTagsW 8 ERPFlashTag2D (4) ERPFlashTagFeedback;27JA04;0;2;1;gamified
495.70;ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback;27JA04;1;2;1;gamified
