Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition 
544.40;ERPTagsW 1 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;2;1;gamified
550.59;ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;1;2;1;gamified
562.79;ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;1;2;1;gamified
568.86;ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;1;2;1;gamified
576.10;ERPTagsW 4 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;2;1;gamified
576.61;ERPTagsW 4 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;2;1;gamified
577.15;ERPTagsW 4 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;0;2;1;gamified
587.11;ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;1;2;1;gamified
599.08;ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;1;2;1;gamified
607.88;ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback;19RA95;1;2;1;gamified
613.75;ERPTagsW 8 ERPFlashTag2D (2) ERPFlashTagFeedback;19RA95;0;2;1;gamified
617.64;ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback;19RA95;1;2;1;gamified
